11 11	\b11.*\b11.*	\b1.*\b1.*\b .*\b1.*\b1.*	null
Nippon Kyobu Geka Gakkai Zasshi Journal of the Japanese Association for Thoracic Surgery	\bNippon.*\bKyobu.*\bGeka.*\bGakkai.*\bZasshi.*\bJournal.*\bof.*\bthe.*\bJapanese.*\bAssociation.*	null	null
Nouv Presse Med	\bNouv.*\bPresse.*\bMed.*	null	null
Nouv Rev Fr Hematol	\bNouv.*\bRev.*\bFr.*\bHematol.*	null	null
Nouvelle Presse Medicale	\bNouvelle.*\bPresse.*\bMedicale.*	null	null
Nouvelle Revue Francaise d Hematologie	\bNouvelle.*\bRevue.*\bFrancaise.*\bd.*\bHematologie.*	null	null
Nutr Res Rev	\bNutr.*\bRes.*\bRev.*	null	null
Nutrition Research Reviews	\bNutrition.*\bResearch.*\bReviews.*	null	null
Obstet Gynecol Surv	\bObstet.*\bGynecol.*\bSurv.*	null	null
Obstetrical Gynecological Survey	\bObstetrical.*\bGynecological.*\bSurvey.*	null	null
Oncology	\bOncology.*	null	null
Oncology Williston Park N Y	\bOncology.*\bWilliston.*\bPark.*\bN.*\bY.*	null	null
Orphanet J Rare Dis	\bOrphanet.*\bJ.*\bRare.*\bDis.*	null	null
Otology Neurotology	\bOtology.*\bNeurotology.*	null	null
P T	\bP.*\bT.*	null	null
P and t	\bP.*\band.*\bt.*	null	null
Parasit Vectors	\bParasit.*\bVectors.*	null	null
Parasites vectors	\bParasites.*\bvectors.*	null	null
Pathol Biol	\bPathol.*\bBiol.*	null	null
Pathologie Biologie	\bPathologie.*\bBiologie.*	null	null
Pathologie biologie	\bPathologie.*\bbiologie.*	null	null
Pediatr Neurol	\bPediatr.*\bNeurol.*	null	null
Pediatric Nephrology	\bPediatric.*\bNephrology.*	null	null
Pediatric Nephrology Conference 44th Annual Scientific Meeting of the European Society for Paediatric Nephrology Cavtat Dubrovnik Croatia	\bPediatric.*\bNephrology.*\bConference.*\b44th.*\bAnnual.*\bScientific.*\bMeeting.*\bof.*\bthe.*\bEuropean.*	null	null
Pediatric neurology	\bPediatric.*\bneurology.*	null	null
Perfectionnement en Pediatrie	\bPerfectionnement.*\ben.*\bPediatrie.*	null	null
Phys Med	\bPhys.*\bMed.*	null	null
Physica Medica	\bPhysica.*\bMedica.*	null	null
Physica Medica European Journal Of Medical Physics	\bPhysica.*\bMedica.*\bEuropean.*\bJournal.*\bOf.*\bMedical.*\bPhysics.*	null	null
Physica medica PM an international journal devoted to the applications of physics to medicine and biology official journal of the Italian Association	\bPhysica.*\bmedica.*\bPM.*\ban.*\binternational.*\bjournal.*\bdevoted.*\bto.*\bthe.*\bapplications.*	null	null
Pm R	\bPm.*\bR.*	null	null
Pneumologie	\bPneumologie.*	null	null
Pneumologie Stuttgart Germany	\bPneumologie.*\bStuttgart.*\bGermany.*	null	null
Pol Arch Med Wewn	\bPol.*\bArch.*\bMed.*\bWewn.*	null	null
Polskie Archiwum Medycyny Wewnetrznej	\bPolskie.*\bArchiwum.*\bMedycyny.*\bWewnetrznej.*	null	null
Prev Vet Med	\bPrev.*\bVet.*\bMed.*	null	null
Preventive Veterinary Medicine	\bPreventive.*\bVeterinary.*\bMedicine.*	null	null
Preventive veterinary medicine	\bPreventive.*\bveterinary.*\bmedicine.*	null	null
Proc Soc Exp Biol Med	\bProc.*\bSoc.*\bExp.*\bBiol.*\bMed.*	null	null
Proceedings	\bProceedings.*	null	null
Proceedings Of The Royal Society B Biological Sciences	\bProceedings.*\bOf.*\bThe.*\bRoyal.*\bSociety.*\bB.*\bBiological.*\bSciences.*	null	null
Proceedings Of The Society For Experimental Biology And Medicine	\bProceedings.*\bOf.*\bThe.*\bSociety.*\bFor.*\bExperimental.*\bBiology.*\bAnd.*\bMedicine.*	null	null
Psychiat	\bPsychiat.*	null	null
Psychogeriatrics	\bPsychogeriatrics.*	null	null
Psychogeriatrics The Official Journal of the Japanese Psychogeriatric Society	\bPsychogeriatrics.*\bThe.*\bOfficial.*\bJournal.*\bof.*\bthe.*\bJapanese.*\bPsychogeriatric.*\bSociety.*	null	null
Q J Med	\bQ.*\bJ.*\bMed.*	null	null
Q J Nucl Med	\bQ.*\bJ.*\bNucl.*\bMed.*	null	null
QJM	\bQJM.*	\bQ.*\bJ.*\bM.*	null
Qjm	\bQjm.*	null	\bQ.*\bj.*\bm.*
Quarterly Journal of Medicine	\bQuarterly.*\bJournal.*\bof.*\bMedicine.*	null	null
Quarterly Journal of Nuclear Medicine	\bQuarterly.*\bJournal.*\bof.*\bNuclear.*\bMedicine.*	null	null
Radiol Clin	\bRadiol.*\bClin.*	null	null
Radiologica Clinica	\bRadiologica.*\bClinica.*	null	null
Radiotherapy Oncology	\bRadiotherapy.*\bOncology.*	null	null
Radiotherapy and oncology journal of the European Society for Therapeutic Radiology and Oncology	\bRadiotherapy.*\band.*\boncology.*\bjournal.*\bof.*\bthe.*\bEuropean.*\bSociety.*\bfor.*\bTherapeutic.*	null	null
Recent Results in Cancer Research	\bRecent.*\bResults.*\bin.*\bCancer.*\bResearch.*	null	null
Reprod Toxicol	\bReprod.*\bToxicol.*	null	null
Reproductive Toxicology	\bReproductive.*\bToxicology.*	null	null
Res commun chem path pharmacol	\bRes.*\bcommun.*\bchem.*\bpath.*\bpharmacol.*	null	null
Respirology	\bRespirology.*	null	null
Respirology Carlton Vic	\bRespirology.*\bCarlton.*\bVic.*	null	null
Restor Neurol Neurosci	\bRestor.*\bNeurol.*\bNeurosci.*	null	null
Restorative Neurology And Neuroscience	\bRestorative.*\bNeurology.*\bAnd.*\bNeuroscience.*	null	null
Retina	\bRetina.*	null	null
Retina The Journal Of Retinal And Vitreous Diseases	\bRetina.*\bThe.*\bJournal.*\bOf.*\bRetinal.*\bAnd.*\bVitreous.*\bDiseases.*	null	null
Rev	\bRev.*	null	null
Rev Esp Cardiol	\bRev.*\bEsp.*\bCardiol.*	null	null
Rev Esp Enferm Apar Dig Nutr	\bRev.*\bEsp.*\bEnferm.*\bApar.*\bDig.*\bNutr.*	null	null
Rev Esp Enferm Dig	\bRev.*\bEsp.*\bEnferm.*\bDig.*	null	null
Rev Int Hepatol	\bRev.*\bInt.*\bHepatol.*	null	null
Rev Invest Clin	\bRev.*\bInvest.*\bClin.*	null	null
Rev Med Chil	\bRev.*\bMed.*\bChil.*	null	null
Rev Neurol	\bRev.*\bNeurol.*	null	null
Rev Neurosci	\bRev.*\bNeurosci.*	null	null
Revelacion de la trombosis porta por purpuras y angiopatias diversas exploradas por la portografia intra y extraesplenica	\bRevelacion.*\bde.*\bla.*\btrombosis.*\bporta.*\bpor.*\bpurpuras.*\by.*\bangiopatias.*\bdiversas.*	null	null
Revelacion de la trombosis porta por purpuras y angiopatias diversas exploradas por la portografia intra y extresplenica	\bRevelacion.*\bde.*\bla.*\btrombosis.*\bporta.*\bpor.*\bpurpuras.*\by.*\bangiopatias.*\bdiversas.*	null	null
Reviews In The Neurosciences	\bReviews.*\bIn.*\bThe.*\bNeurosciences.*	null	null
Revista De Investigacion Clinica Clinical and Translational Investigation	\bRevista.*\bDe.*\bInvestigacion.*\bClinica.*\bClinical.*\band.*\bTranslational.*\bInvestigation.*	null	null
Revista De Neurologia	\bRevista.*\bDe.*\bNeurologia.*	null	null
Revista Espanola De Cardiologia	\bRevista.*\bEspanola.*\bDe.*\bCardiologia.*	null	null
Revista Espanola De Enfermedades Digestivas	\bRevista.*\bEspanola.*\bDe.*\bEnfermedades.*\bDigestivas.*	null	null
Revista Espanola de las Enfermedades del Aparato Digestivo	\bRevista.*\bEspanola.*\bde.*\blas.*\bEnfermedades.*\bdel.*\bAparato.*\bDigestivo.*	null	null
Revista Medica De Chile	\bRevista.*\bMedica.*\bDe.*\bChile.*	null	null
Revista Panamericana De Salud Publica pan American Journal Of Public Health	\bRevista.*\bPanamericana.*\bDe.*\bSalud.*\bPublica.*\bpan.*\bAmerican.*\bJournal.*\bOf.*\bPublic.*	null	null
Revista de Investigacion Clinica	\bRevista.*\bde.*\bInvestigacion.*\bClinica.*	null	null
Revista de investigacion clinica organo del Hospital de Enfermedades de la Nutricion	\bRevista.*\bde.*\binvestigacion.*\bclinica.*\borgano.*\bdel.*\bHospital.*\bde.*\bEnfermedades.*\bde.*	null	null
Revista panamericana de salud publica	\bRevista.*\bpanamericana.*\bde.*\bsalud.*\bpublica.*	null	null
Rivista Italiana Di Pediatria Italian Journal of Pediatrics	\bRivista.*\bItaliana.*\bDi.*\bPediatria.*\bItalian.*\bJournal.*\bof.*\bPediatrics.*	null	null
Rivista Italiana di Pediatria	\bRivista.*\bItaliana.*\bdi.*\bPediatria.*	null	null
Rivista sperimentale di freniatria	\bRivista.*\bsperimentale.*\bdi.*\bfreniatria.*	null	null
Rontgenpraxis	\bRontgenpraxis.*	null	null
Rontgenpraxis zeitschrift fur radiologische technik	\bRontgenpraxis.*\bzeitschrift.*\bfur.*\bradiologische.*\btechnik.*	null	null
S Afr Med J	\bS.*\bAfr.*\bMed.*\bJ.*	null	null
Saudi Journal Of Kidney Diseases And Transplantation	\bSaudi.*\bJournal.*\bOf.*\bKidney.*\bDiseases.*\bAnd.*\bTransplantation.*	null	null
Schweizerische Rundschau Fur Medizin	\bSchweizerische.*\bRundschau.*\bFur.*\bMedizin.*	null	null
Sem Hop	\bSem.*\bHop.*	null	null
Sem Hop Paris	\bSem.*\bHop.*\bParis.*	null	null
Semaine des Hopitaux	\bSemaine.*\bdes.*\bHopitaux.*	null	null
Semin Thromb Hemost	\bSemin.*\bThromb.*\bHemost.*	null	null
Seminars In Thrombosis And Hemostasis	\bSeminars.*\bIn.*\bThrombosis.*\bAnd.*\bHemostasis.*	null	null
South African Medical Journal	\bSouth.*\bAfrican.*\bMedical.*\bJournal.*	null	null
Sov Med	\bSov.*\bMed.*	null	null
Sovetskaia meditsina	\bSovetskaia.*\bmeditsina.*	null	null
Stroke	\bStroke.*	null	null
Stroke a journal of cerebral circulation	\bStroke.*\ba.*\bjournal.*\bof.*\bcerebral.*\bcirculation.*	null	null
Substance Abuse	\bSubstance.*\bAbuse.*	null	null
Surg Endosc	\bSurg.*\bEndosc.*	null	null
Surg Laparosc Endosc Percutan Tech	\bSurg.*\bLaparosc.*\bEndosc.*\bPercutan.*\bTech.*	null	null
Surg Today	\bSurg.*\bToday.*	null	null
Surgical Endoscopy and Other Interventional Techniques	\bSurgical.*\bEndoscopy.*\band.*\bOther.*\bInterventional.*\bTechniques.*	null	null
Surgical Laparoscopy Endoscopy Percutaneous Techniques	\bSurgical.*\bLaparoscopy.*\bEndoscopy.*\bPercutaneous.*\bTechniques.*	null	null
Surgical endoscopy	\bSurgical.*\bendoscopy.*	null	null
Swiss Med	\bSwiss.*\bMed.*	null	null
Tex Med	\bTex.*\bMed.*	null	null
Texas Medicine	\bTexas.*\bMedicine.*	null	null
Texas medicine	\bTexas.*\bmedicine.*	null	null
Thorac Cardiovasc Surg	\bThorac.*\bCardiovasc.*\bSurg.*	null	null
Thoracic and Cardiovascular Surgeon	\bThoracic.*\band.*\bCardiovascular.*\bSurgeon.*	null	null
Thoraxchir Vask Chir	\bThoraxchir.*\bVask.*\bChir.*	null	null
Tieraerztliche Praxis Ausgabe Kleintiere Heimtiere	\bTieraerztliche.*\bPraxis.*\bAusgabe.*\bKleintiere.*\bHeimtiere.*	null	null
Tierarztl Prax Ausg K Kleintiere Heimtiere	\bTierarztl.*\bPrax.*\bAusg.*\bK.*\bKleintiere.*\bHeimtiere.*	null	null
Tierarztliche Praxis Ausgabe K	\bTierarztliche.*\bPraxis.*\bAusgabe.*\bK.*	null	null
Tierarztliche Praxis Ausgabe K Kleintiere	\bTierarztliche.*\bPraxis.*\bAusgabe.*\bK.*\bKleintiere.*	null	null
Transplantation	\bTransplantation.*	null	null
Ulus Travma Acil Cerrahi Derg	\bUlus.*\bTravma.*\bAcil.*\bCerrahi.*\bDerg.*	null	null
Ulusal Travma ve Acil Cerrahi Dergisi	\bUlusal.*\bTravma.*\bve.*\bAcil.*\bCerrahi.*\bDergisi.*	null	null
Ulusal travma ve acil cerrahi dergisi Turkish journal of trauma emergency surgery	\bUlusal.*\btravma.*\bve.*\bacil.*\bcerrahi.*\bdergisi.*\bTurkish.*\bjournal.*\bof.*\btrauma.*	null	null
Un med canada	\bUn.*\bmed.*\bcanada.*	null	null
Union Med Can	\bUnion.*\bMed.*\bCan.*	null	null
Urol J	\bUrol.*\bJ.*	null	null
Vasc Endovasc Surg	\bVasc.*\bEndovasc.*\bSurg.*	null	null
Vascular Surgery	\bVascular.*\bSurgery.*	null	null
Vascular and Endovascular Surgery	\bVascular.*\band.*\bEndovascular.*\bSurgery.*	null	null
Vet Ital	\bVet.*\bItal.*	null	null
Veterinaria Italiana	\bVeterinaria.*\bItaliana.*	null	null
World J Gastroenterol	\bWorld.*\bJ.*\bGastroenterol.*	null	null
World journal of gastroenterology	\bWorld.*\bjournal.*\bof.*\bgastroenterology.*	null	null
Z Gastroenterol	\bZ.*\bGastroenterol.*	null	null
Z Gesamte Exp Med	\bZ.*\bGesamte.*\bExp.*\bMed.*	null	null
Z Tropenmed Parasit	\bZ.*\bTropenmed.*\bParasit.*	null	null
Zbl	\bZbl.*	null	\bZ.*\bb.*\bl.*
Zdrav Prac	\bZdrav.*\bPrac.*	null	null
Zdravotnicka pracovnice	\bZdravotnicka.*\bpracovnice.*	null	null
Zeitschrift Fur Gastroenterologie	\bZeitschrift.*\bFur.*\bGastroenterologie.*	null	null
Zeitschrift fur Die Gesamte Experimentelle Medizin	\bZeitschrift.*\bfur.*\bDie.*\bGesamte.*\bExperimentelle.*\bMedizin.*	null	null
Zeitschrift fur Tropenmedizin und Parasitologie	\bZeitschrift.*\bfur.*\bTropenmedizin.*\bund.*\bParasitologie.*	null	null
Zentralbl Allg Path Path Anat	\bZentralbl.*\bAllg.*\bPath.*\bPath.*\bAnat.*	null	null
Zentralbl Allg Pathol	\bZentralbl.*\bAllg.*\bPathol.*	null	null
Zentralbl Chir	\bZentralbl.*\bChir.*	null	null
Zentralbl Gynakol	\bZentralbl.*\bGynakol.*	null	null
Zentralblatt fur Chirurgie	\bZentralblatt.*\bfur.*\bChirurgie.*	null	null
Zentralblatt fur allgemeine Pathologie u pathologische Anatomie	\bZentralblatt.*\bfur.*\ballgemeine.*\bPathologie.*\bu.*\bpathologische.*\bAnatomie.*	null	null
Zh Obshch Biol	\bZh.*\bObshch.*\bBiol.*	null	null
Zhong Nan Da Xue Xue Bao Yi Xue Ban	\bZhong.*\bNan.*\bDa.*\bXue.*\bXue.*\bBao.*\bYi.*\bXue.*\bBan.*	null	null
Zhong nan da xue xue bao Yi xue ban Journal of Central South University Medical sciences	\bZhong.*\bnan.*\bda.*\bxue.*\bxue.*\bbao.*\bYi.*\bxue.*\bban.*\bJournal.*	null	null
Zhongguo Zhong Xi Yi Jie He Xue Hui Zhongguo Zhong Yi Yan Jiu Yuan Zhu Ban	\bZhongguo.*\bZhong.*\bXi.*\bYi.*\bJie.*\bHe.*\bXue.*\bHui.*\bZhongguo.*\bZhong.*	null	null
Zhongguo Zhong Xi Yi Jie He Za Zhi Chinese Journal of Integrated Traditional and Western Medicine	\bZhongguo.*\bZhong.*\bXi.*\bYi.*\bJie.*\bHe.*\bZa.*\bZhi.*\bChinese.*\bJournal.*	null	null
Zhongguo Zhong Xi Yi Jie He Za Zhi Zhongguo Zhongxiyi Jiehe Zazhi	\bZhongguo.*\bZhong.*\bXi.*\bYi.*\bJie.*\bHe.*\bZa.*\bZhi.*\bZhongguo.*\bZhongxiyi.*	null	null
Zhonghua Wai Ke Za Zhi	\bZhonghua.*\bWai.*\bKe.*\bZa.*\bZhi.*	null	null
Zhonghua wai ke za zhi chinese journal of surgery	\bZhonghua.*\bwai.*\bke.*\bza.*\bzhi.*\bchinese.*\bjournal.*\bof.*\bsurgery.*	null	null
Zhurnal Obshchei Biologii	\bZhurnal.*\bObshchei.*\bBiologii.*	null	null
Zur Pathologie und Genese alter Pfortaderthrombosen	\bZur.*\bPathologie.*\bund.*\bGenese.*\balter.*\bPfortaderthrombosen.*	null	null
chinese journal of schistosomiasis control	\bchinese.*\bjournal.*\bof.*\bschistosomiasis.*\bcontrol.*	null	null
semaine des hopitaux organe fonde par l Association d enseignement medical des hopitaux de Paris	\bsemaine.*\bdes.*\bhopitaux.*\borgane.*\bfonde.*\bpar.*\bl.*\bAssociation.*\bd.*\benseignement.*	null	null
